                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1891,                 2.0918,                  1.341,                      1,                0.19784,                0.61282,                0.46619,                0.87847,                 2.6516,                 1.1752,                0.00048,                0.00048,                0.00048
